config,level,scenario,seed,team,result,wave,lives,kills,draws,spent,coins,maxTowers,maxTier,time
balance.json,grove,idle-2-star,7,deer+deer,Lost,3,0,7,0,0,267,2,1,116.0
balance.json,grove,idle-2-star,7,deer+bat,Lost,3,0,10,0,0,283,2,1,116.0
balance.json,grove,idle-1-star,7,bat+bat,Lost,2,0,2,0,0,213,1,1,80.9
balance.json,grove,idle-2-star,7,bat+bat,Lost,3,0,10,0,0,283,2,1,116.0
balance.json,grove,managed-star,7,falcon+sprout+otter+fox+turtle,Lost,8,0,139,20,1200,2,12,2,350.0
balance.json,grove,managed-no-star,7,falcon+sprout+otter+fox+turtle,Lost,5,0,60,10,600,34,12,2,197.4
balance.json,grove,managed-star,7,fox+otter+falcon+sprout+deer,Won,10,20,218,29,1740,148,14,3,416.5
balance.json,grove,managed-no-star,7,fox+otter+falcon+sprout+deer,Won,10,14,216,29,1740,103,14,3,429.2
balance.json,grove,managed-star,19,falcon+sprout+otter+fox+turtle,Won,10,13,214,29,1740,119,13,3,422.9
balance.json,grove,managed-no-star,19,falcon+sprout+otter+fox+turtle,Won,10,9,212,29,1740,100,13,3,451.8
balance.json,grove,managed-star,19,fox+otter+falcon+sprout+deer,Won,10,18,217,29,1740,138,13,3,411.8
balance.json,grove,managed-no-star,19,fox+otter+falcon+sprout+deer,Won,10,15,215,29,1740,128,13,3,427.4
balance.json,grove,managed-star,41,falcon+sprout+otter+fox+turtle,Lost,9,0,170,24,1440,0,13,2,388.5
balance.json,grove,managed-no-star,41,falcon+sprout+otter+fox+turtle,Lost,5,0,60,10,600,36,12,2,196.6
balance.json,grove,managed-star,41,fox+otter+falcon+sprout+deer,Won,10,20,218,29,1740,148,14,3,384.5
balance.json,grove,managed-no-star,41,fox+otter+falcon+sprout+deer,Won,10,16,217,29,1740,113,14,3,401.0
balance.json,grove,managed-star,73,falcon+sprout+otter+fox+turtle,Lost,9,0,168,23,1380,30,12,2,370.6
balance.json,grove,managed-no-star,73,falcon+sprout+otter+fox+turtle,Lost,7,0,114,16,960,35,12,2,290.5
balance.json,grove,managed-star,73,fox+otter+falcon+sprout+deer,Won,10,14,215,29,1740,121,12,3,397.0
balance.json,grove,managed-no-star,73,fox+otter+falcon+sprout+deer,Won,10,13,214,29,1740,113,13,3,420.4
balance.json,grove,managed-star,101,falcon+sprout+otter+fox+turtle,Lost,8,0,137,19,1140,42,12,2,333.2
balance.json,grove,managed-no-star,101,falcon+sprout+otter+fox+turtle,Lost,6,0,82,13,780,20,12,2,243.0
balance.json,grove,managed-star,101,fox+otter+falcon+sprout+deer,Won,10,20,218,29,1740,148,14,2,386.8
balance.json,grove,managed-no-star,101,fox+otter+falcon+sprout+deer,Won,10,20,218,29,1740,148,14,2,399.8
