config,level,scenario,seed,team,result,wave,lives,kills,draws,spent,coins,maxTowers,maxTier,time
balance.json,grove,idle-2-star,7,falcon+bat,Lost,7,0,86,0,0,1970,2,1,268.7
balance.json,grove,idle-1-star,7,sprout+sprout,Lost,5,0,40,0,0,1241,1,1,194.2
balance.json,grove,idle-2-star,7,sprout+sprout,Lost,6,0,61,0,0,1574,2,1,236.0
balance.json,grove,idle-2-star,7,sprout+otter,Lost,6,0,65,0,0,1623,2,1,229.3
balance.json,grove,idle-2-star,7,sprout+fox,Lost,8,0,104,0,0,2288,2,1,300.2
balance.json,grove,idle-2-star,7,sprout+turtle,Lost,7,0,79,0,0,1875,2,1,299.1
balance.json,grove,idle-2-star,7,sprout+deer,Lost,6,0,66,0,0,1638,2,1,229.2
balance.json,grove,idle-2-star,7,sprout+bat,Lost,7,0,79,0,0,1887,2,1,265.2
balance.json,grove,idle-1-star,7,otter+otter,Lost,4,0,29,0,0,1028,1,1,192.3
balance.json,grove,idle-2-star,7,otter+otter,Lost,6,0,62,0,0,1587,2,1,233.4
balance.json,grove,idle-2-star,7,otter+fox,Lost,8,0,107,0,0,2322,2,1,306.9
balance.json,grove,idle-2-star,7,otter+turtle,Lost,7,0,79,0,0,1870,2,1,335.0
balance.json,grove,idle-2-star,7,otter+deer,Lost,6,0,64,0,0,1603,2,1,242.7
balance.json,grove,idle-2-star,7,otter+bat,Lost,7,0,76,0,0,1848,2,1,258.4
balance.json,grove,idle-1-star,7,fox+fox,Lost,5,0,48,0,0,1329,1,1,193.7
balance.json,grove,idle-2-star,7,fox+fox,Lost,7,0,86,0,0,1960,2,1,301.8
balance.json,grove,idle-2-star,7,fox+turtle,Lost,8,0,104,0,0,2283,2,1,349.5
balance.json,grove,idle-2-star,7,fox+deer,Lost,8,0,102,0,0,2280,2,1,279.2
balance.json,grove,idle-2-star,7,fox+bat,Lost,8,0,106,0,0,2319,2,1,297.2
balance.json,grove,idle-1-star,7,turtle+turtle,Lost,5,0,44,0,0,1273,1,1,226.1
balance.json,grove,idle-2-star,7,turtle+turtle,Lost,7,0,83,0,0,1930,2,1,304.4
balance.json,grove,idle-2-star,7,turtle+deer,Lost,6,0,56,0,0,1508,2,1,266.1
balance.json,grove,idle-2-star,7,turtle+bat,Lost,7,0,82,0,0,1910,2,1,295.8
balance.json,grove,idle-1-star,7,deer+deer,Lost,3,0,17,0,0,811,1,1,132.9
balance.json,grove,idle-2-star,7,deer+deer,Lost,6,0,60,0,0,1571,2,1,240.2
balance.json,grove,idle-2-star,7,deer+bat,Lost,6,0,65,0,0,1624,2,1,226.8
balance.json,grove,idle-1-star,7,bat+bat,Lost,5,0,43,0,0,1270,1,1,195.8
balance.json,grove,idle-2-star,7,bat+bat,Lost,7,0,80,0,0,1897,2,1,265.5
balance.json,grove,managed-star,7,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,166.4
balance.json,grove,managed-no-star,7,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,170.0
balance.json,grove,managed-star,19,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,171.7
balance.json,grove,managed-no-star,19,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,183.0
balance.json,grove,managed-star,41,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,171.1
balance.json,grove,managed-no-star,41,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,172.6
balance.json,grove,managed-star,73,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,173.1
balance.json,grove,managed-no-star,73,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,178.2
balance.json,grove,managed-star,101,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,173.8
balance.json,grove,managed-no-star,101,falcon+sprout+otter+fox+turtle,Won,10,20,170,66,3300,256,14,3,177.8
