config,level,scenario,seed,team,result,wave,lives,kills,draws,spent,coins,maxTowers,maxTier,time
balance.json,brook,managed-star,19,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,269.1
balance.json,brook,managed-no-star,19,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,282.2
balance.json,brook,managed-star,41,falcon+sprout+otter+fox+turtle,Won,8,20,112,17,1020,138,12,2,271.1
balance.json,brook,managed-no-star,41,falcon+sprout+otter+fox+turtle,Won,8,20,112,17,1020,138,12,2,287.2
balance.json,brook,managed-star,41,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,240.3
balance.json,brook,managed-no-star,41,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,255.1
balance.json,brook,managed-star,73,falcon+sprout+otter+fox+turtle,Won,8,20,112,17,1020,138,12,2,277.1
balance.json,brook,managed-no-star,73,falcon+sprout+otter+fox+turtle,Won,8,20,112,17,1020,138,12,2,284.6
balance.json,brook,managed-star,73,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,261.7
balance.json,brook,managed-no-star,73,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,269.7
balance.json,brook,managed-star,101,falcon+sprout+otter+fox+turtle,Won,8,20,112,17,1020,138,12,2,277.8
balance.json,brook,managed-no-star,101,falcon+sprout+otter+fox+turtle,Won,8,20,112,17,1020,138,12,2,298.0
balance.json,brook,managed-star,101,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,241.1
balance.json,brook,managed-no-star,101,fox+otter+falcon+sprout+deer,Won,8,20,112,17,1020,138,12,2,252.9
balance.json,grove,idle-1-star,7,falcon+falcon,Lost,3,0,8,0,0,267,1,1,115.6
balance.json,grove,idle-2-star,7,falcon+falcon,Lost,4,0,24,0,0,379,2,1,156.2
balance.json,grove,idle-2-star,7,falcon+sprout,Lost,3,0,17,0,0,312,2,1,130.7
balance.json,grove,idle-2-star,7,falcon+otter,Lost,4,0,23,0,0,371,2,1,167.9
balance.json,grove,idle-2-star,7,falcon+fox,Lost,4,0,24,0,0,379,2,1,156.2
balance.json,grove,idle-2-star,7,falcon+turtle,Lost,4,0,24,0,0,379,2,1,157.7
balance.json,grove,idle-2-star,7,falcon+deer,Lost,3,0,17,0,0,312,2,1,130.7
balance.json,grove,idle-2-star,7,falcon+bat,Lost,3,0,18,0,0,316,2,1,130.7
balance.json,grove,idle-1-star,7,sprout+sprout,Lost,2,0,3,0,0,217,1,1,85.4
balance.json,grove,idle-2-star,7,sprout+sprout,Lost,3,0,12,0,0,285,2,1,123.0
balance.json,grove,idle-2-star,7,sprout+otter,Lost,3,0,17,0,0,308,2,1,136.9
balance.json,grove,idle-2-star,7,sprout+fox,Lost,3,0,16,0,0,304,2,1,128.1
balance.json,grove,idle-2-star,7,sprout+turtle,Lost,3,0,17,0,0,312,2,1,132.2
balance.json,grove,idle-2-star,7,sprout+deer,Lost,3,0,15,0,0,299,2,1,125.6
balance.json,grove,idle-2-star,7,sprout+bat,Lost,3,0,15,0,0,299,2,1,125.6
balance.json,grove,idle-1-star,7,otter+otter,Lost,2,0,3,0,0,217,1,1,92.5
balance.json,grove,idle-2-star,7,otter+otter,Lost,3,0,13,0,0,289,2,1,135.5
balance.json,grove,idle-2-star,7,otter+fox,Lost,4,0,25,0,0,386,2,1,164.8
balance.json,grove,idle-2-star,7,otter+turtle,Lost,3,0,13,0,0,289,2,1,129.5
balance.json,grove,idle-2-star,7,otter+deer,Lost,3,0,13,0,0,289,2,1,130.8
balance.json,grove,idle-2-star,7,otter+bat,Lost,3,0,14,0,0,294,2,1,135.1
balance.json,grove,idle-1-star,7,fox+fox,Lost,3,0,7,0,0,264,1,1,112.5
balance.json,grove,idle-2-star,7,fox+fox,Lost,4,0,23,0,0,372,2,1,154.4
balance.json,grove,idle-2-star,7,fox+turtle,Lost,4,0,23,0,0,371,2,1,155.9
balance.json,grove,idle-2-star,7,fox+deer,Lost,3,0,17,0,0,312,2,1,130.7
balance.json,grove,idle-2-star,7,fox+bat,Lost,3,0,17,0,0,312,2,1,130.7
balance.json,grove,idle-1-star,7,turtle+turtle,Lost,3,0,6,0,0,259,1,1,111.0
balance.json,grove,idle-2-star,7,turtle+turtle,Lost,4,0,23,0,0,371,2,1,157.4
balance.json,grove,idle-2-star,7,turtle+deer,Lost,3,0,17,0,0,312,2,1,132.2
balance.json,grove,idle-2-star,7,turtle+bat,Lost,4,0,22,0,0,367,2,1,155.9
balance.json,grove,idle-1-star,7,deer+deer,Lost,2,0,1,0,0,209,1,1,82.9
balance.json,grove,idle-2-star,7,deer+deer,Lost,3,0,11,0,0,281,2,1,123.0
balance.json,grove,idle-2-star,7,deer+bat,Lost,3,0,15,0,0,302,2,1,128.1
balance.json,grove,idle-1-star,7,bat+bat,Lost,3,0,6,0,0,259,1,1,110.0
balance.json,grove,idle-2-star,7,bat+bat,Lost,3,0,17,0,0,312,2,1,130.7
balance.json,grove,managed-star,7,falcon+sprout+otter+fox+turtle,Won,10,14,167,24,1440,126,14,2,450.0
balance.json,grove,managed-no-star,7,falcon+sprout+otter+fox+turtle,Lost,10,0,156,23,1380,10,14,2,455.9
balance.json,grove,managed-star,7,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,14,2,397.5
balance.json,grove,managed-no-star,7,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,14,2,406.8
balance.json,grove,managed-star,19,falcon+sprout+otter+fox+turtle,Won,10,20,170,24,1440,150,13,2,406.0
balance.json,grove,managed-no-star,19,falcon+sprout+otter+fox+turtle,Won,10,20,170,24,1440,150,13,2,429.1
balance.json,grove,managed-star,19,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,13,2,389.3
balance.json,grove,managed-no-star,19,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,13,2,403.5
balance.json,grove,managed-star,41,falcon+sprout+otter+fox+turtle,Won,10,20,170,24,1440,150,13,2,426.7
balance.json,grove,managed-no-star,41,falcon+sprout+otter+fox+turtle,Won,10,18,169,24,1440,142,13,2,459.5
balance.json,grove,managed-star,41,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,13,2,370.4
balance.json,grove,managed-no-star,41,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,13,2,390.6
balance.json,grove,managed-star,73,falcon+sprout+otter+fox+turtle,Won,10,10,165,24,1440,110,12,2,423.8
balance.json,grove,managed-no-star,73,falcon+sprout+otter+fox+turtle,Lost,10,0,159,23,1380,34,12,2,436.3
balance.json,grove,managed-star,73,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,12,2,370.9
balance.json,grove,managed-no-star,73,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,12,2,392.4
balance.json,grove,managed-star,101,falcon+sprout+otter+fox+turtle,Won,10,16,168,24,1440,134,12,2,427.8
balance.json,grove,managed-no-star,101,falcon+sprout+otter+fox+turtle,Won,10,8,165,24,1440,83,12,2,470.2
balance.json,grove,managed-star,101,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,12,2,359.8
balance.json,grove,managed-no-star,101,fox+otter+falcon+sprout+deer,Won,10,20,170,24,1440,150,12,2,372.4
